보안등위치명,설치개수,소재지도로명주소,소재지지번주소
서교동 12-23G,1,서울특별시 마포구 어울마당로5길 40,
서교동 12-24G,1,서울특별시 마포구 어울마당로5길 42,
서교동 12-25,1,서울특별시 마포구 어울마당로5길 47,
서교동 12-26,1,서울특별시 마포구 독막로3길 28-13,
서교동 12-27,1,서울특별시 마포구 어울마당로5길 52 MAK02,서울특별시 마포구 서교동 397-8
서교동 12-28,1,서울특별시 마포구 독막로3길 28-7,
서교동 12-29,1,서울특별시 마포구 독막로3길 24,
서교동 12-30,1,서울특별시 마포구 양화로6길 57-7,
서교동 12-31,1,서울특별시 마포구 양화로6길 57-6,
서교동 12-32,1,서울특별시 마포구 양화로6길 57-19,
서교동 12-33,1,서울특별시 마포구 양화로6길 57-19,
서교동 12-34,1,서울특별시 마포구 어울마당로5길 31,
서교동 12-35,1,서울특별시 마포구 독막로5길 26,
서교동 12-36,1,서울특별시 마포구 독막로5길 22,
서교동 12-37,1,서울특별시 마포구 양화로6길 73,
서교동 12-38,1,서울특별시 마포구 양화로6길 57-13,
서교동 12-39G,1,서울특별시 마포구 양화로6길 65,
서교동 12-40G,1,서울특별시 마포구 양화로6길 48,
서교동 12-42,1,서울특별시 마포구 잔다리로3안길 10,
서교동 12-43,1,서울특별시 마포구 양화로10길 59,서울특별시 마포구 서교동 395-82
서교동 12-54,1,서울특별시 마포구 양화로10길 44,
서교동 12-55,1,서울특별시 마포구 양화로10길 36,
서교동 12-56,1,서울특별시 마포구 양화로 86,
서교동 12-57,1,서울특별시 마포구 잔다리로3안길 52,
서교동 12-58,1,서울특별시 마포구 어울마당로5길 31,
서교동 12-79,1,서울특별시 마포구 잔다리로 39,
서교동 13-01,1,서울특별시 마포구 홍익로5길 36,
서교동 13-02,1,서울특별시 마포구 양화로16길 14,
서교동 13-03,1,서울특별시 마포구 홍익로5길 45,
서교동 13-04,1,서울특별시 마포구 홍익로5길 57,
서교동 13-05,1,서울특별시 마포구 양화로 104,
서교동 13-06,1,서울특별시 마포구 홍익로5길 36,
서교동 13-07,1,서울특별시 마포구 홍익로5길 30,
서교동 13-08,1,서울특별시 마포구 홍익로5길 19,
서교동 13-09,1,서울특별시 마포구 양화로 130,
서교동 13-10,1,서울특별시 마포구 홍익로5길 13,
서교동 13-11,1,서울특별시 마포구 홍익로5안길 16,
서교동 13-12,1,서울특별시 마포구 홍익로5안길 24,
서교동 13-13,1,서울특별시 마포구 홍익로3길 20 서교오피스텔,서울특별시 마포구 서교동 357-1
서교동 13-14,1,서울특별시 마포구 양화로16길 18,
서교동 13-15,1,서울특별시 마포구 홍익로5길 43,서울특별시 마포구 서교동 370-26
서교동 13-16,1,서울특별시 마포구 홍익로5안길 50,서울특별시 마포구 서교동 370-24
서교동 13-17,1,서울특별시 마포구 잔다리로6길 11,
서교동 13-18,1,서울특별시 마포구 잔다리로6길 11,
서교동 13-19,1,,서울특별시 마포구 서교동 369-6
서교동 13-20,1,서울특별시 마포구 홍익로5안길 48,
서교동 13-21,1,서울특별시 마포구 양화로16길 24,서울특별시 마포구 서교동 369-1
서교동 13-22,1,서울특별시 마포구 양화로16길 33,
서교동 13-23,1,서울특별시 마포구 홍익로5안길 47-7,
서교동 13-24,1,서울특별시 마포구 양화로16길 34,
서교동 13-25,1,서울특별시 마포구 홍익로3길 20,
서교동 13-26,1,서울특별시 마포구 홍익로3길 32,
서교동 13-27,1,서울특별시 마포구 홍익로3길 36,
서교동 13-28,1,서울특별시 마포구 잔다리로6길 39,
서교동 13-29,1,서울특별시 마포구 와우산로21길 37,
서교동 13-30,1,서울특별시 마포구 어울마당로 77,
서교동 13-31,1,서울특별시 마포구 양화로16길 30-9,
서교동 13-33,1,서울특별시 마포구 잔다리로6길 25,
서교동 13-34,1,서울특별시 마포구 잔다리로6길 25-4,서울특별시 마포구 서교동 369-9
서교동 13-35,1,서울특별시 마포구 잔다리로6길 23,
서교동 13-36,1,서울특별시 마포구 잔다리로6길 20,
서교동 13-37,1,서울특별시 마포구 잔다리로6길 18,
서교동 13-38,1,서울특별시 마포구 잔다리로6길 12,
서교동 13-39,1,서울특별시 마포구 양화로 100-19,
서교동 13-40,1,서울특별시 마포구 양화로 112,
서교동 13-41,1,서울특별시 마포구 잔다리로 42,
서교동 13-43,1,서울특별시 마포구 잔다리로 30-8,
서교동 13-44,1,서울특별시 마포구 잔다리로 30-26,
서교동 13-45,1,서울특별시 마포구 잔다리로 30-26,
서교동 13-46,1,서울특별시 마포구 잔다리로6길 20-6,
서교동 13-47,1,서울특별시 마포구 잔다리로6길 20-12,
서교동 13-49,1,서울특별시 마포구 잔다리로2길 12,
서교동 13-50,1,서울특별시 마포구 잔다리로2길 7 S368빌딩,서울특별시 마포구 서교동 368-11
서교동 13-51,1,서울특별시 마포구 잔다리로 26,서울특별시 마포구 서교동 367-12
서교동 13-53,1,서울특별시 마포구 잔다리로 20-10,
서교동 13-54,1,서울특별시 마포구 잔다리로2길 20,
서교동 13-55,1,서울특별시 마포구 잔다리로2길 23,
서교동 13-56,1,서울특별시 마포구 어울마당로 69,
서교동 13-57,1,서울특별시 마포구 어울마당로 71,
서교동 13-58,1,서울특별시 마포구 어울마당로 75,
서교동 13-59,1,서울특별시 마포구 어울마당로 79,
서교동 13-60,1,서울특별시 마포구 잔다리로2길 19,
서교동 13-61,1,서울특별시 마포구 잔다리로6길 34-12,
서교동 13-64,1,서울특별시 마포구 홍익로3길 11,
서교동 13-65,1,서울특별시 마포구 홍익로5길 32,
서교동 13-67,1,서울특별시 마포구 잔다리로 40,
서교동 13-75,1,서울특별시 마포구 양화로16길 30,
서교동 13-76,1,서울특별시 마포구 잔다리로6길 11,
서교동 13-77,1,서울특별시 마포구 잔다리로6길 11,
서교동 13-79,1,서울특별시 마포구 양화로 104,
서교동 13-80G,1,서울특별시 마포구 홍익로5안길 52,
서교동 13-81,1,서울특별시 마포구 잔다리로2길 7,
서교동 13-82,1,서울특별시 마포구 잔다리로6길 18,
서교동 13-83,1,서울특별시 마포구 어울마당로 69,
서교동 13-84,1,서울특별시 마포구 잔다리로 30-26,서울특별시 마포구 서교동 368-39
서교동 14-01G,1,서울특별시 마포구 독막로9길 4,
서교동 14-02,1,서울특별시 마포구 어울마당로 37,
서교동 14-03,1,서울특별시 마포구 와우산로15길 23,
서교동 14-04,1,서울특별시 마포구 와우산로 51-12,
서교동 14-05,1,서울특별시 마포구 와우산로 63,
서교동 14-06,1,서울특별시 마포구 와우산로15길 10,
서교동 14-07,1,서울특별시 마포구 와우산로15길 23,
서교동 14-08,1,서울특별시 마포구 와우산로15길 23,
서교동 14-09,1,서울특별시 마포구 와우산로15길 30,
서교동 14-10,1,서울특별시 마포구 와우산로15길 34,
서교동 14-11,1,서울특별시 마포구 와우산로13길 40,
서교동 14-12,1,서울특별시 마포구 독막로15길 3-18,
서교동 14-13,1,서울특별시 마포구 어울마당로 42,
서교동 14-14,1,서울특별시 마포구 어울마당로 37,
서교동 14-15,1,서울특별시 마포구 어울마당로 39,
서교동 14-17,1,서울특별시 마포구 독막로9길 12,
서교동 14-18,1,서울특별시 마포구 독막로9길 8,
서교동 14-19,1,서울특별시 마포구 독막로9길 3-4,서울특별시 마포구 서교동 401-13
서교동 14-20G,1,서울특별시 마포구 어울마당로5길 17,
서교동 14-21,1,서울특별시 마포구 독막로9길 22,
서교동 14-22,1,서울특별시 마포구 독막로9길 28,
서교동 14-23,1,서울특별시 마포구 독막로9길 34,
서교동 14-24,1,서울특별시 마포구 독막로9길 37-4,서울특별시 마포구 서교동 404-10
서교동 14-25,1,서울특별시 마포구 어울마당로 55-1,
서교동 14-26,1,서울특별시 마포구 독막로7길 21,
서교동 14-27,1,서울특별시 마포구 독막로7길 22,
서교동 14-28,1,서울특별시 마포구 독막로7길 34,
서교동 14-29G,1,서울특별시 마포구 독막로7길 42,
서교동 14-30,1,서울특별시 마포구 독막로7길 48,
서교동 14-31,1,서울특별시 마포구 독막로7길 56,
서교동 14-32,1,서울특별시 마포구 독막로7길 60,
서교동 14-33,1,서울특별시 마포구 어울마당로 55-1,
서교동 14-34,1,서울특별시 마포구 어울마당로 57,
서교동 14-35,1,서울특별시 마포구 양화로6길 102,
서교동 14-36,1,서울특별시 마포구 어울마당로 62,
서교동 14-37,1,서울특별시 마포구 어울마당로 58,
서교동 14-39,1,서울특별시 마포구 어울마당로 48,
서교동 14-40,1,서울특별시 마포구 어울마당로 46-1,
서교동 14-41,1,서울특별시 마포구 어울마당로 43,
서교동 14-42,1,서울특별시 마포구 어울마당로 41-1,
서교동 14-43,1,서울특별시 마포구 와우산로15길 28,
서교동 14-44,1,서울특별시 마포구 와우산로17길 19-11,
서교동 14-45,1,서울특별시 마포구 와우산로17길 19-5,
서교동 14-46,1,서울특별시 마포구 와우산로17길 22,
서교동 14-48,1,서울특별시 마포구 와우산로17길 15,
서교동 14-49,1,서울특별시 마포구 와우산로17길 11-10,
서교동 14-50,1,서울특별시 마포구 와우산로17길 5,
서교동 14-51G,1,서울특별시 마포구 양화로6길 88,
서교동 14-52,1,서울특별시 마포구 독막로7길 39,
서교동 14-53,1,서울특별시 마포구 잔다리로 19-6,서울특별시 마포구 서교동 405-15
서교동 14-54,1,서울특별시 마포구 독막로9길 31-4,서울특별시 마포구 서교동 404-12
서교동 14-55,1,서울특별시 마포구 어울마당로 36,
서교동 14-56,1,서울특별시 마포구 와우산로13길 40,
서교동 14-57,1,서울특별시 마포구 와우산로15길 19,
서교동 14-58,1,서울특별시 마포구 독막로7길 26,
서교동 14-59,1,서울특별시 마포구 어울마당로5길 25-10,서울특별시 마포구 서교동 400-16
서교동 14-60,1,서울특별시 마포구 어울마당로 45-1,
서교동 14-61,1,서울특별시 마포구 어울마당로 57,
서교동 14-62,1,서울특별시 마포구 어울마당로 55,
서교동 14-63,1,서울특별시 마포구 어울마당로 53,
서교동 14-64,1,서울특별시 마포구 어울마당로 50,
서교동 14-65,1,서울특별시 마포구 어울마당로 48,
서교동 14-66,1,서울특별시 마포구 어울마당로 41-1,
서교동 14-67,1,서울특별시 마포구 어울마당로 39,
서교동 14-68,1,서울특별시 마포구 어울마당로 36,
서교동 14-69,1,서울특별시 마포구 어울마당로 62,
서교동 14-70,1,서울특별시 마포구 와우산로17길 19,
서교동 15-01,1,서울특별시 마포구 와우산로 72,
서교동 15-02,1,서울특별시 마포구 와우산로 72,
서교동 15-03,1,서울특별시 마포구 와우산로18길 12,
서교동 15-04,1,서울특별시 마포구 와우산로18길 20,
서교동 15-05,1,서울특별시 마포구 와우산로18길 23,
서교동 15-06,1,서울특별시 마포구 와우산로18길 31,
서교동 15-07,1,서울특별시 마포구 와우산로 82,
서교동 15-08,1,서울특별시 마포구 홍익로 3,서울특별시 마포구 서교동 358-25
서교동 15-11,1,서울특별시 마포구 어울마당로 90,
서교동 15-12,1,서울특별시 마포구 어울마당로 94,
서교동 15-13G,1,서울특별시 마포구 어울마당로 94-3,
서교동 15-14,1,서울특별시 마포구 어울마당로 96,
서교동 15-16G,1,서울특별시 마포구 홍익로3길 7,
서교동 15-18,1,서울특별시 마포구 홍익로 3-28 영복빌딩,서울특별시 마포구 서교동 358-135
서교동 15-19,1,서울특별시 마포구 홍익로 13-4,
서교동 15-20,1,,서울특별시 마포구 서교동 358-10
서교동 15-21,1,서울특별시 마포구 홍익로 13-15,서울특별시 마포구 서교동 358-80
서교동 15-22,1,서울특별시 마포구 어울마당로 94-14,
서교동 15-23,1,서울특별시 마포구 어울마당로 94-13,
서교동 15-24,1,서울특별시 마포구 어울마당로 100-22,
서교동 15-25,1,서울특별시 마포구 어울마당로 100-14,
서교동 15-26,1,서울특별시 마포구 어울마당로 100-8,
서교동 15-27,1,서울특별시 마포구 와우산로21길 20-10,서울특별시 마포구 서교동 358-91
서교동 15-28,1,서울특별시 마포구 와우산로21길 20-11,
서교동 15-29,1,서울특별시 마포구 와우산로21길 28-8,서울특별시 마포구 서교동 358-40
서교동 15-31,1,서울특별시 마포구 와우산로21길 36,
서교동 15-32,1,서울특별시 마포구 와우산로21길 36-8,
서교동 15-33,1,서울특별시 마포구 와우산로21길 36-10,
서교동 15-34,1,서울특별시 마포구 와우산로21길 31-11,
서교동 15-35,1,서울특별시 마포구 와우산로21길 31-15 상인빌딩,서울특별시 마포구 서교동 364-43
서교동 15-36,1,서울특별시 마포구 어울마당로 76-1 석영빌딩,서울특별시 마포구 서교동 364-19
서교동 15-37,1,서울특별시 마포구 어울마당로 74,
서교동 15-38,1,서울특별시 마포구 와우산로21길 19-16 NS TOWER,서울특별시 마포구 서교동 364-4
서교동 15-39,1,서울특별시 마포구 와우산로21길 29 석전빌딩,서울특별시 마포구 서교동 364-31
서교동 15-40,1,서울특별시 마포구 와우산로 79,
서교동 15-41,1,서울특별시 마포구 와우산로19길 5,
서교동 15-42,1,서울특별시 마포구 와우산로19길 6,서울특별시 마포구 서교동 362-9
서교동 15-43,1,서울특별시 마포구 와우산로19길 10,
서교동 15-44,1,서울특별시 마포구 와우산로21길 19-16 NS TOWER,서울특별시 마포구 서교동 364-4
서교동 15-45,1,서울특별시 마포구 와우산로21길 19-11,
서교동 15-46,1,서울특별시 마포구 와우산로19길 18,
서교동 15-47,1,서울특별시 마포구 잔다리로 10,
서교동 15-48,1,서울특별시 마포구 잔다리로 14,
서교동 15-49,1,서울특별시 마포구 어울마당로 70,
서교동 15-50,1,서울특별시 마포구 와우산로 71,
서교동 15-51,1,서울특별시 마포구 와우산로 73,
서교동 15-52,1,서울특별시 마포구 홍익로 3-14,
서교동 15-53,1,서울특별시 마포구 와우산로21길 28-11,
서교동 15-54,1,서울특별시 마포구 와우산로18길 22,
서교동 15-55,1,서울특별시 마포구 와우산로21길 21,서울특별시 마포구 서교동 364-1
서교동 15-56,1,서울특별시 마포구 독막로7길 62,
서교동 15-59,1,서울특별시 마포구 와우산로21길 31,
서교동 15-62,1,서울특별시 마포구 와우산로21길 28,서울특별시 마포구 서교동 358-38
서교동 15-63,1,서울특별시 마포구 와우산로21길 26,서울특별시 마포구 서교동 358-124
서교동 15-64,1,서울특별시 마포구 와우산로21길 21,서울특별시 마포구 서교동 359
서교동 15-65,1,서울특별시 마포구 와우산로21길 20,서울특별시 마포구 서교동 358-36
서교동 15-66,1,서울특별시 마포구 와우산로21길 14,서울특별시 마포구 서교동 359
서교동 15-67,1,서울특별시 마포구 와우산로21길 12,
서교동 15-68,1,서울특별시 마포구 와우산로21길 10,서울특별시 마포구 서교동 359
서교동 15-69,1,서울특별시 마포구 와우산로21길 3-1,서울특별시 마포구 서교동 359
서교동 15-70,1,서울특별시 마포구 와우산로21길 1-1,서울특별시 마포구 서교동 358-29
서교동 15-71,1,서울특별시 마포구 와우산로21길 1-1,서울특별시 마포구 서교동 359
서교동 15-72,1,서울특별시 마포구 와우산로 94,서울특별시 마포구 서교동 358-28
서교동 15-73,1,서울특별시 마포구 와우산로21길 19-3,
서교동 15-74,1,서울특별시 마포구 와우산로21길 19-3,서울특별시 마포구 서교동 359
서교동 15-75,1,서울특별시 마포구 와우산로21길 19-3,
서교동 15-76,1,,서울특별시 마포구 서교동 358-43
서교동 15-78,1,서울특별시 마포구 홍익로 3-30,
서교동 15-79,1,서울특별시 마포구 와우산로21길 34,
서교동 15-80,1,서울특별시 마포구 홍익로 3-28 영복빌딩,서울특별시 마포구 서교동 358-135
서교동 15-81,1,서울특별시 마포구 와우산로 94,
서교동 15-82,1,서울특별시 마포구 와우산로 94,
서교동 15-83,1,서울특별시 마포구 와우산로 94,
서교동 15-84,1,서울특별시 마포구 와우산로 84,
서교동 15-85,1,서울특별시 마포구 와우산로18길 22,
동교동 01-02,1,서울특별시 마포구 동교로23길 40,
동교동 01-03,1,서울특별시 마포구 동교로23길 36,
동교동 01-04,1,서울특별시 마포구 동교로23길 27,
동교동 01-05,1,서울특별시 마포구 월드컵북로4길 13,
동교동 01-06,1,서울특별시 마포구 동교로23길 21,
동교동 01-07,1,서울특별시 마포구 동교로 178,
동교동 01-08,1,서울특별시 마포구 동교로 179,
동교동 01-10,1,서울특별시 마포구 동교로 181-8,
동교동 01-11,1,서울특별시 마포구 동교로 187,
동교동 01-12,1,서울특별시 마포구 동교로 185-6,
동교동 01-13,1,서울특별시 마포구 월드컵북로4길 31,
동교동 01-14,1,서울특별시 마포구 월드컵북로4길 26,
동교동 01-15,1,서울특별시 마포구 월드컵북로4길 25,
동교동 01-16,1,서울특별시 마포구 월드컵북로4길 24,
동교동 01-17,1,서울특별시 마포구 동교로23길 32-18,
동교동 01-18,1,서울특별시 마포구 월드컵북로4길 15-4,
동교동 01-19,1,서울특별시 마포구 월드컵북로4길 23-3,
동교동 01-20,1,서울특별시 마포구 월드컵북로4길 15-3,
동교동 01-21,1,서울특별시 마포구 월드컵북로4길 39,
동교동 01-22,1,서울특별시 마포구 동교로25길 25,
동교동 01-23,1,서울특별시 마포구 동교로25길 23,
동교동 01-24,1,서울특별시 마포구 동교로23길 32-23,
동교동 01-25,1,서울특별시 마포구 동교로23길 32-15,
동교동 01-26,1,서울특별시 마포구 동교로23길 32-15,
동교동 01-27,1,서울특별시 마포구 월드컵북로6길 26,
동교동 01-28,1,서울특별시 마포구 월드컵북로6길 24-9,
동교동 01-30,1,서울특별시 마포구 동교로23길 40,
동교동 01-31,1,서울특별시 마포구 동교로23길 36,
동교동 01-32,1,서울특별시 마포구 동교로25길 25,
동교동 01-33,1,서울특별시 마포구 동교로25길 26-5,
동교동 01-34,1,서울특별시 마포구 동교로25길 26-14,
동교동 01-36,1,서울특별시 마포구 월드컵북로6길 52-8,
동교동 01-37,1,서울특별시 마포구 동교로25길 26-14,
동교동 01-38,1,서울특별시 마포구 동교로25길 26-7,
동교동 01-39,1,서울특별시 마포구 동교로25길 31,
동교동 01-40,1,서울특별시 마포구 동교로25길 37,
동교동 01-41,1,서울특별시 마포구 동교로23길 32-8,
동교동 01-42,1,서울특별시 마포구 동교로27길 21-12,
동교동 01-43,1,서울특별시 마포구 동교로27길 21-9,
동교동 01-44,1,서울특별시 마포구 동교로27길 21,
동교동 01-45,1,서울특별시 마포구 월드컵북로6길 60,
동교동 01-46,1,서울특별시 마포구 동교로27길 27-7,
동교동 01-48,1,서울특별시 마포구 동교로 181,
동교동 01-53,1,서울특별시 마포구 동교로 176,
동교동 01-54,1,서울특별시 마포구 동교로27길 11,
동교동 01-61,1,서울특별시 마포구 월드컵북로6길 36,
동교동 02-01,1,서울특별시 마포구 동교로27길 31,
동교동 02-02,1,서울특별시 마포구 동교로27길 27,
동교동 02-03,1,서울특별시 마포구 동교로27길 25,
동교동 02-04,1,서울특별시 마포구 월드컵북로4길 57,
동교동 02-05,1,서울특별시 마포구 동교로27길 11,
동교동 02-06,1,서울특별시 마포구 동교로27길 3-14,
동교동 02-07,1,서울특별시 마포구 동교로25길 14,
동교동 02-08,1,서울특별시 마포구 동교로25길 5,
동교동 02-09,1,서울특별시 마포구 월드컵북로4길 44,
동교동 02-10,1,서울특별시 마포구 동교로25길 10,
동교동 02-12,1,서울특별시 마포구 동교로 197,
동교동 02-13,1,서울특별시 마포구 동교로 199-1,
동교동 02-14,1,서울특별시 마포구 동교로 207,
동교동 02-15,1,서울특별시 마포구 동교로 209-4,
동교동 02-16,1,서울특별시 마포구 동교로27길 8,
동교동 02-17,1,서울특별시 마포구 동교로27길 7,
동교동 02-18,1,서울특별시 마포구 동교로27길 11,
동교동 02-19,1,서울특별시 마포구 월드컵북로4길 76,
동교동 02-20,1,서울특별시 마포구 동교로 211,
동교동 02-21,1,서울특별시 마포구 동교로 211-9,
동교동 02-22,1,서울특별시 마포구 월드컵북로4길 87,
동교동 02-23,1,서울특별시 마포구 월드컵북로6길 88-8,
동교동 02-25,1,서울특별시 마포구 월드컵북로4길 95,
동교동 02-26,1,서울특별시 마포구 월드컵북로6길 82-10,
동교동 02-27,1,서울특별시 마포구 월드컵북로6길 82-6,
동교동 02-28,1,서울특별시 마포구 동교로27길 26,
동교동 02-29,1,서울특별시 마포구 월드컵북로4길 44-11,
동교동 02-30,1,서울특별시 마포구 월드컵북로4길 43,
동교동 02-31,1,서울특별시 마포구 동교로 211-7,
동교동 02-32,1,서울특별시 마포구 동교로 203,
동교동 02-33,1,서울특별시 마포구 연남로 1,
동교동 02-34,1,서울특별시 마포구 동교로 197,
동교동 03-01,1,서울특별시 마포구 동교로30길 6,
동교동 03-02,1,서울특별시 마포구 동교로30길 9,
동교동 03-03,1,서울특별시 마포구 동교로30길 21,
동교동 03-08,1,서울특별시 마포구 양화로23길 16-4,
동교동 03-12,1,서울특별시 마포구 양화로 191,
동교동 03-13,1,서울특별시 마포구 양화로23길 4-14,
동교동 03-14,1,서울특별시 마포구 연희로 7,
동교동 03-15,1,서울특별시 마포구 연희로1길 10,
동교동 03-16,1,서울특별시 마포구 연희로1길 10,
동교동 03-17,1,서울특별시 마포구 양화로23길 10-6,
동교동 03-18,1,서울특별시 마포구 양화로23길 10-11,
동교동 03-20,1,서울특별시 마포구 연희로1길 17,
동교동 03-21,1,서울특별시 마포구 연희로1길 17,
동교동 03-23,1,서울특별시 마포구 연희로1길 23,
동교동 03-24,1,서울특별시 마포구 연희로1길 22,
동교동 03-27,1,서울특별시 마포구 연희로1길 30-5,
동교동 03-28,1,서울특별시 마포구 연희로1길 40-4,
동교동 03-29,1,서울특별시 마포구 연희로 25,
동교동 03-30,1,서울특별시 마포구 연희로 17-2,
동교동 03-31,1,서울특별시 마포구 연희로 21,
동교동 03-32,1,서울특별시 마포구 연희로 17,
동교동 03-33,1,서울특별시 마포구 동교로30길 15,
동교동 03-35,1,서울특별시 마포구 연희로1길 28-9,
동교동 03-36,1,서울특별시 마포구 연희로1길 22,
동교동 03-37,1,서울특별시 마포구 연희로1길 12,
동교동 03-38,1,서울특별시 마포구 연희로1길 28-7,
동교동 03-39,1,서울특별시 마포구 양화로23길 22-10,
동교동 03-40,1,서울특별시 마포구 연희로1길 20,
동교동 04-02,1,서울특별시 마포구 양화로 147,
동교동 04-03,1,서울특별시 마포구 양화로 153,
동교동 04-04,1,서울특별시 마포구 양화로 153,
동교동 04-05,1,서울특별시 마포구 동교로 182-6,
동교동 04-06,1,서울특별시 마포구 동교로 182-6,
동교동 04-08,1,서울특별시 마포구 월드컵북로2길 49,
동교동 04-09,1,서울특별시 마포구 월드컵북로2길 57,
동교동 04-10,1,서울특별시 마포구 양화로 171,
동교동 04-11,1,서울특별시 마포구 양화로 171,
동교동 04-13,1,서울특별시 마포구 양화로19길 10,
동교동 04-14,1,서울특별시 마포구 월드컵북로2길 85,
동교동 04-15,1,서울특별시 마포구 월드컵북로2길 88,
동교동 04-16,1,서울특별시 마포구 양화로 183,
동교동 04-17,1,서울특별시 마포구 양화로 183,
동교동 04-23,1,서울특별시 마포구 양화로19길 22-31,
동교동 04-24,1,서울특별시 마포구 양화로19길 22-20,
동교동 04-25,1,서울특별시 마포구 양화로19길 22-13,
동교동 04-26,1,서울특별시 마포구 동교로 212,
동교동 04-27,1,서울특별시 마포구 양화로 193,
동교동 04-28,1,서울특별시 마포구 양화로19길 22-8,
동교동 04-29,1,서울특별시 마포구 양화로19길 14,
동교동 04-30,1,서울특별시 마포구 양화로 171,
동교동 04-32,1,서울특별시 마포구 동교로 212-2,
동교동 04-33,1,서울특별시 마포구 동교로 212-16,
동교동 04-34,1,서울특별시 마포구 동교로 212-9,
동교동 04-35,1,서울특별시 마포구 동교로 212-9,
동교동 04-41,1,서울특별시 마포구 동교로 220-3,
동교동 04-45,1,서울특별시 마포구 월드컵북로2길 81-4,
동교동 04-46,1,서울특별시 마포구 양화로19길 4,
동교동 04-47,1,서울특별시 마포구 양화로 183,
동교동 04-48,1,서울특별시 마포구 양화로19길 24,
동교동 04-49,1,서울특별시 마포구 동교로 212,
동교동 04-50,1,서울특별시 마포구 월드컵북로2길 90,
동교동 05-01,1,서울특별시 마포구 홍익로2길 7,
동교동 05-02,1,서울특별시 마포구 홍익로2길 16,
동교동 05-03,1,서울특별시 마포구 와우산로23길 20-27,
동교동 05-04,1,서울특별시 마포구 홍익로2길 16,
동교동 05-05,1,서울특별시 마포구 홍익로2길 41,
동교동 05-06,1,서울특별시 마포구 와우산로27길 68,
동교동 05-08,1,서울특별시 마포구 홍익로2길 27-10,
동교동 05-09,1,서울특별시 마포구 홍익로2길 27-14,
동교동 05-10,1,서울특별시 마포구 홍익로2길 41,
동교동 05-11,1,서울특별시 마포구 어울마당로 130,
동교동 05-13,1,서울특별시 마포구 어울마당로 129,
동교동 05-15,1,서울특별시 마포구 와우산로23길 48,
동교동 05-16,1,서울특별시 마포구 와우산로23길 41,
동교동 05-17,1,서울특별시 마포구 어울마당로 112-6,
동교동 05-19,1,서울특별시 마포구 어울마당로 68,
동교동 05-31,1,서울특별시 마포구 양화로 164,
동교동 05-32,1,서울특별시 마포구 양화로 162,
동교동 05-33,1,서울특별시 마포구 양화로 162,
동교동 05-34,1,서울특별시 마포구 양화로 156,
동교동 05-35,1,서울특별시 마포구 양화로 156,
동교동 05-36,1,서울특별시 마포구 홍익로6길 27,
동교동 05-37,1,서울특별시 마포구 홍익로6길 27,
동교동 05-38,1,서울특별시 마포구 양화로 144,
동교동 05-39,1,서울특별시 마포구 양화로 140,
동교동 05-40,1,서울특별시 마포구 홍익로6길 10,
동교동 05-42,1,서울특별시 마포구 와우산로23길 20-27,
동교동 05-43,1,서울특별시 마포구 와우산로29바길 26,
동교동 05-53,1,서울특별시 마포구 와우산로27길 75,
동교동 05-55,1,서울특별시 마포구 와우산로23길 20-27,
동교동 06-08,1,,서울특별시 마포구 동교동 167-64
동교동 06-09,1,,서울특별시 마포구 동교동 192-6
동교동 06-10,1,서울특별시 마포구 양화로 186 LC TOWER,서울특별시 마포구 동교동 167-2
동교동 06-11,1,서울특별시 마포구 양화로 186 LC TOWER,서울특별시 마포구 동교동 167-2
동교동 06-12,1,서울특별시 마포구 양화로 186,
동교동 06-13,1,서울특별시 마포구 양화로 188,
동교동 06-31,1,서울특별시 마포구 양화로 186,
동교동 06-32,1,서울특별시 마포구 양화로 186,
동교동 06-33,1,서울특별시 마포구 양화로18안길 26-5,
동교동 06-34,1,서울특별시 마포구 양화로 186,
동교동 06-35,1,서울특별시 마포구 양화로 176,
동교동 06-36,1,,서울특별시 마포구 동교동 192-6
동교동 06-37,1,서울특별시 마포구 양화로 176 동교동 스타피카소,서울특별시 마포구 동교동 166-7
동교동 06-38,1,서울특별시 마포구 양화로18안길 7,서울특별시 마포구 동교동 168-4
동교동 06-39,1,,서울특별시 마포구 동교동 192-6
동교동 06-40,1,서울특별시 마포구 양화로18안길 20,
동교동 06-42,1,서울특별시 마포구 양화로18안길 21 마포어린이집,서울특별시 마포구 동교동 168-1
동교동 06-43,1,서울특별시 마포구 양화로18안길 27,서울특별시 마포구 동교동 168-1
동교동 07-03,1,,서울특별시 마포구 동교동 172-87
동교동 07-04,1,,서울특별시 마포구 동교동 172-2
동교동 07-06,1,서울특별시 마포구 신촌로 14,서울특별시 마포구 동교동 174-13
동교동 07-07,1,서울특별시 마포구 신촌로2길 5-15,서울특별시 마포구 동교동 174-7
동교동 07-08,1,서울특별시 마포구 신촌로2길 5-18 이너프홍대,서울특별시 마포구 동교동 175-22
동교동 07-09,1,서울특별시 마포구 신촌로2안길 13,서울특별시 마포구 동교동 175-7
동교동 07-10,1,서울특별시 마포구 신촌로2길 5-6,서울특별시 마포구 동교동 175-12
동교동 07-11,1,서울특별시 마포구 신촌로2길 5-6,서울특별시 마포구 동교동 175-12
동교동 07-12,1,서울특별시 마포구 신촌로 10-1 구두수선대22,서울특별시 마포구 동교동 192-1
동교동 07-17,1,서울특별시 마포구 신촌로4길 11,서울특별시 마포구 동교동 179-38
